experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
jsp_ta01_simulated_annealing,scheduling,ta01,simulated_annealing,30,1778.1666666666667,34.40550666519662,1780.5,1692.0,1826.0,1762.0,1803.0,44.448957487137825,37.44922826969943
