experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_rat195_particle_swarm,tsp,rat195,particle_swarm,30,8119.1,311.56832851452236,8154.0,7491.0,8702.0,7871.0,8322.0,249.50925527335343,222.47094274644854
