experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_ch130_particle_swarm,tsp,ch130,particle_swarm,30,25942.166666666668,1595.5697432439472,25963.5,22268.0,29452.0,24896.0,27042.0,324.58537915984726,264.4517184942717
