experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_ch130_simulated_annealing,tsp,ch130,simulated_annealing,30,7638.533333333334,374.039991920056,7487.0,7229.0,8611.0,7366.0,8000.0,25.016912165848336,18.314238952536822
