experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_eil51_particle_swarm,tsp,eil51,particle_swarm,30,842.3,69.36721127449192,839.5,706.0,1031.0,817.0,866.0,97.72300469483568,65.72769953051643
