experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_berlin52_simulated_annealing,tsp,berlin52,simulated_annealing,30,9321.866666666667,519.8335460082925,9238.5,8180.0,10290.0,8995.0,9583.0,23.599398921594627,8.459294616812517
