experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_kroA100_particle_swarm,tsp,kroA100,particle_swarm,30,26038.8,1112.6755262279596,26239.0,23951.0,27883.0,25216.0,26728.0,22.35128277417536,12.541114556902548
