experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_ch130_tabu_search,tsp,ch130,tabu_search,30,7347.366666666667,117.7835538415935,7361.5,7182.0,7607.0,7241.0,7406.0,20.25150027277687,17.545008183306056
