experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
jsp_ft10_particle_swarm,scheduling,ft10,particle_swarm,30,1073.4,42.92598280761898,1073.0,999.0,1160.0,1033.0,1102.0,15.419354838709678,7.419354838709677
