experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
jsp_ta51_particle_swarm,scheduling,ta51,particle_swarm,30,3777.7,93.49372527965001,3781.0,3613.0,4004.0,3703.0,3836.0,36.8731884057971,30.905797101449274
