experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
fs_wineew_particle_swarm,feature_selection,WineEW,particle_swarm,30,0.5991303860136813,0.0019187986598840658,0.5986175655008608,0.5986175655008608,0.6063098731931684,0.5986175655008608,0.5986175655008608,,
