experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_st70_particle_swarm,tsp,st70,particle_swarm,30,1888.7333333333333,186.252146892921,1924.5,1441.0,2260.0,1757.0,2028.0,179.81234567901234,113.48148148148147
