experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_st70_tabu_search,tsp,st70,tabu_search,30,717.4333333333333,9.868074223924792,717.5,701.0,749.0,712.0,720.0,6.286419753086419,3.851851851851852
