experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_kroA100_simulated_annealing,tsp,kroA100,simulated_annealing,30,26991.433333333334,660.0920987929554,26963.5,25426.0,28259.0,26601.0,27382.0,26.827522475957775,19.47185414904614
