experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_eil51_simulated_annealing,tsp,eil51,simulated_annealing,30,529.0666666666667,21.197379292943005,530.0,482.0,563.0,512.0,544.0,24.194053208137717,13.145539906103288
