domain,instance,problem_size,algorithm,parameters,runs,successful_runs,failed_runs,success_rate,mean_objective,std_objective,median_objective,min_objective,max_objective,mean_runtime_seconds,mean_objective_evaluations,mean_gap_percentage,best_gap_percentage
tsp,rat195,195,simulated_annealing,"{""cooling_factor"": 0.9995, ""final_temperature"": 0.001, ""initial_temperature"": 3000.0, ""moves_per_temperature"": 200, ""operators"": [""two_opt"", ""two_opt"", ""inversion"", ""insertion"", ""swap""]}",30,30,0,1.0,2778.8333333333335,104.31525402462586,2761.0,2637.0,3030.0,40.474866549999966,100000,19.622614435356578,13.517003874300473
