experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_rat195_simulated_annealing,tsp,rat195,simulated_annealing,30,2778.8333333333335,104.31525402462586,2761.0,2637.0,3030.0,2682.0,2848.0,19.622614435356578,13.517003874300473
