experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
tsp_berlin52_tabu_search,tsp,berlin52,tabu_search,30,7798.066666666667,159.98998579772285,7768.5,7567.0,8117.0,7662.0,7947.0,3.3952090515336337,0.33147706178732433
