experiment_name,domain,instance,algorithm,n,mean,std,median,min,max,q25,q75,mean_gap_percentage,best_gap_percentage
jsp_ft10_simulated_annealing,scheduling,ft10,simulated_annealing,30,1233.7333333333333,23.521526783400397,1234.0,1185.0,1283.0,1216.0,1250.0,32.659498207885306,27.419354838709676
